Excluded due to y_range or header_y_range: {'content': 'Creative Commons Zero (CCO) /', 'polygon': [0.1333, 9.5722, 0.1367, 7.7984, 0.2333, 7.7984, 0.23, 9.5722], 'spans': [{'offset': 32888, 'length': 29}]}
Excluded due to y_range or header_y_range: {'content': 'Google', 'polygon': [1.43, 9.4588, 2.14, 9.4588, 2.1367, 9.6889, 1.4267, 9.6789], 'spans': [{'offset': 32714, 'length': 6}]}
Excluded due to y_range or header_y_range: {'content': 'Digitized by', 'polygon': [0.95, 9.5388, 1.41, 9.5422, 1.4067, 9.6355, 0.95, 9.6355], 'spans': [{'offset': 32701, 'length': 12}]}
Excluded due to y_range or header_y_range: {'content': 'Eight Hours Bill.', 'polygon': [3.87, 0.7102, 4.92, 0.7102, 4.92, 0.8535, 3.87, 0.8535], 'spans': [{'offset': 26444, 'length': 17}]}
Excluded due to y_range or header_y_range: {'content': '305', 'polygon': [5.34, 0.7302, 5.55, 0.7302, 5.5467, 0.8402, 5.34, 0.8402], 'spans': [{'offset': 26413, 'length': 3}]}
Excluded due to y_range or header_y_range: {'content': 'Original from', 'polygon': [4.3633, 9.4888, 4.8733, 9.4855, 4.8733, 9.5789, 4.3633, 9.5789], 'spans': [{'offset': 32721, 'length': 13}]}
Excluded due to y_range or header_y_range: {'content': 'UNIVERSITY OF CALIFORNIA', 'polygon': [3.93, 9.5922, 5.2933, 9.5922, 5.2933, 9.6955, 3.93, 9.6989], 'spans': [{'offset': 32735, 'length': 24}]}
Excluded due to y_range or header_y_range: {'content': 'Eight Hours Bill', 'polygon': [1.4972, 0.6234, 2.5143, 0.6234, 2.5143, 0.7634, 1.4972, 0.77], 'spans': [{'offset': 32935, 'length': 16}]}
Excluded due to y_range or header_y_range: {'content': '[HOUSE.]', 'polygon': [2.9477, 0.6267, 3.5846, 0.6267, 3.5846, 0.7734, 2.9477, 0.7734], 'spans': [{'offset': 32952, 'length': 8}]}
Excluded due to y_range or header_y_range: {'content': '306', 'polygon': [0.847, 0.6334, 1.0537, 0.63, 1.0537, 0.7534, 0.847, 0.7534], 'spans': [{'offset': 32931, 'length': 3}]}
Excluded due to y_range or header_y_range: {'content': 'ments proposed, and it will take so long to', 'polygon': [0.8403, 0.9334, 3.2279, 0.9267, 3.2312, 1.0367, 0.8403, 1.0467], 'spans': [{'offset': 36145, 'length': 43}]}
Excluded due to y_range or header_y_range: {'content': 'Creative Commons Zero (CC0) / http://www.hathitrust.org/access use#cc-zero', 'polygon': [0.13, 9.5405, 0.1334, 5.277, 0.2368, 5.277, 0.2301, 9.5405], 'spans': [{'offset': 39362, 'length': 74}]}
Excluded due to y_range or header_y_range: {'content': 'Generated on 2024-02-03 07:27 GMT /', 'polygon': [0.0133, 9.5372, 0.0133, 7.4404, 0.1234, 7.4404, 0.1267, 9.5372], 'spans': [{'offset': 39437, 'length': 35}]}
Excluded due to y_range or header_y_range: {'content': 'Google', 'polygon': [1.4072, 9.4172, 2.0941, 9.4172, 2.0941, 9.6472, 1.4072, 9.6439], 'spans': [{'offset': 39269, 'length': 6}]}
Excluded due to y_range or header_y_range: {'content': 'Digitized by', 'polygon': [0.9303, 9.5005, 1.3872, 9.5039, 1.3872, 9.5939, 0.9303, 9.5939], 'spans': [{'offset': 39256, 'length': 12}]}
Excluded due to y_range or header_y_range: {'content': 'Eight Hours Bill.', 'polygon': [3.8481, 0.6234, 4.8951, 0.62, 4.8985, 0.76, 3.8481, 0.77], 'spans': [{'offset': 32961, 'length': 17}]}
Excluded due to y_range or header_y_range: {'content': '[JULY 11', 'polygon': [5.1586, 0.6267, 5.6854, 0.6234, 5.6888, 0.7634, 5.1586, 0.77], 'spans': [{'offset': 32979, 'length': 8}]}
Excluded due to y_range or header_y_range: {'content': 'Board, we could come to a conclusion not to', 'polygon': [3.2779, 0.9234, 5.6954, 0.9234, 5.6954, 1.0334, 3.2779, 1.0334], 'spans': [{'offset': 32988, 'length': 43}]}
Excluded due to y_range or header_y_range: {'content': 'Original from', 'polygon': [4.2916, 9.4505, 4.7818, 9.4505, 4.7818, 9.5339, 4.2916, 9.5372], 'spans': [{'offset': 39276, 'length': 13}]}
Excluded due to y_range or header_y_range: {'content': 'UNIVERSITY OF CALIFORNIA', 'polygon': [3.8581, 9.5505, 5.2019, 9.5505, 5.2019, 9.6572, 3.8581, 9.6572], 'spans': [{'offset': 39290, 'length': 24}]}
Excluded due to y_range or header_y_range: {'content': 'Eight Hours Bill.', 'polygon': [1.4937, 0.7168, 2.534, 0.7168, 2.534, 0.8602, 1.4937, 0.8635], 'spans': [{'offset': 39829, 'length': 17}]}
Excluded due to y_range or header_y_range: {'content': '[HOUSE.]', 'polygon': [2.8808, 0.7168, 3.5243, 0.7202, 3.5243, 0.8669, 2.8808, 0.8669], 'spans': [{'offset': 39847, 'length': 8}]}
Excluded due to y_range or header_y_range: {'content': '1901 ]', 'polygon': [0.7635, 0.7235, 1.147, 0.7268, 1.1436, 0.8602, 0.7635, 0.8569], 'spans': [{'offset': 39822, 'length': 6}]}
Excluded due to y_range or header_y_range: {'content': 'Generated on 2024-02-03 07:27 GMT / https://hdl.handle.net/2027/uc1. 32106019788238', 'polygon': [0.02, 9.5689, 0.02, 4.7411, 0.12, 4.7411, 0.12, 9.5689], 'spans': [{'offset': 42474, 'length': 83}]}
Excluded due to y_range or header_y_range: {'content': 'Creative Commons Zero (CC0) / http://www.hathitrust.org/access use#cc-zero', 'polygon': [0.1334, 9.5755, 0.1367, 5.2012, 0.2367, 5.2012, 0.2301, 9.5755], 'spans': [{'offset': 42558, 'length': 74}]}
Excluded due to y_range or header_y_range: {'content': 'Google', 'polygon': [1.4237, 9.4555, 2.1572, 9.4688, 2.1539, 9.6922, 1.4237, 9.6855], 'spans': [{'offset': 46189, 'length': 6}]}
Excluded due to y_range or header_y_range: {'content': 'Digitized by', 'polygon': [0.9569, 9.5388, 1.4337, 9.5422, 1.4304, 9.6389, 0.9569, 9.6355], 'spans': [{'offset': 46176, 'length': 12}]}
Excluded due to y_range or header_y_range: {'content': 'Eight Hours Bill.', 'polygon': [3.9511, 0.7202, 4.988, 0.7202, 4.988, 0.8669, 3.9511, 0.8702], 'spans': [{'offset': 39856, 'length': 17}]}
Excluded due to y_range or header_y_range: {'content': '307', 'polygon': [5.3981, 0.7368, 5.6082, 0.7335, 5.6082, 0.8469, 5.3981, 0.8469], 'spans': [{'offset': 39874, 'length': 3}]}
Excluded due to y_range or header_y_range: {'content': 'Original from', 'polygon': [4.3978, 9.4888, 4.898, 9.4888, 4.898, 9.5755, 4.3978, 9.5789], 'spans': [{'offset': 46196, 'length': 13}]}
Excluded due to y_range or header_y_range: {'content': 'UNIVERSITY OF CALIFORNIA', 'polygon': [3.9677, 9.5955, 5.3348, 9.5955, 5.3348, 9.6955, 3.9677, 9.6955], 'spans': [{'offset': 46210, 'length': 24}]}
Excluded due to y_range or header_y_range: {'content': 'Eight Hours Bill.', 'polygon': [1.4967, 0.6467, 2.5433, 0.6467, 2.5433, 0.7934, 1.4967, 0.7968], 'spans': [{'offset': 46239, 'length': 17}]}
Excluded due to y_range or header_y_range: {'content': '308', 'polygon': [0.87, 0.6567, 1.0833, 0.6534, 1.0833, 0.7701, 0.87, 0.7668], 'spans': [{'offset': 46235, 'length': 3}]}
Excluded due to y_range or header_y_range: {'content': '[HOUSE.]', 'polygon': [2.9767, 0.6701, 3.6067, 0.6667, 3.6067, 0.7968, 2.9767, 0.8001], 'spans': [{'offset': 46257, 'length': 8}]}
Excluded due to y_range or header_y_range: {'content': 'enable the poor struggling settlers to bring', 'polygon': [0.8667, 0.9568, 3.2533, 0.9634, 3.2533, 1.0768, 0.8667, 1.0701], 'spans': [{'offset': 46293, 'length': 44}]}
Excluded due to y_range or header_y_range: {'content': 'Creative Commons Zero (CC0) / http://www.hathitrust.org/access use#cc-zero', 'polygon': [0.13, 9.5544, 0.1333, 5.3273, 0.23, 5.3273, 0.2267, 9.5544], 'spans': [{'offset': 52650, 'length': 74}]}
Excluded due to y_range or header_y_range: {'content': 'Generated on 2024-02-03 07:27 GMT /', 'polygon': [0.0167, 9.5578, 0.0167, 7.4775, 0.1167, 7.4775, 0.1167, 9.5578], 'spans': [{'offset': 52725, 'length': 35}]}
Excluded due to y_range or header_y_range: {'content': 'Google', 'polygon': [1.3933, 9.4311, 2.0767, 9.4311, 2.0733, 9.6611, 1.39, 9.6578], 'spans': [{'offset': 52774, 'length': 6}]}
Excluded due to y_range or header_y_range: {'content': 'Digitized by', 'polygon': [0.93, 9.5178, 1.3733, 9.5211, 1.3733, 9.6111, 0.93, 9.6078], 'spans': [{'offset': 52761, 'length': 12}]}
Excluded due to y_range or header_y_range: {'content': 'Eight Hours Bill.', 'polygon': [3.8533, 0.6534, 4.8967, 0.6534, 4.9, 0.7968, 3.8533, 0.8001], 'spans': [{'offset': 46266, 'length': 17}]}
Excluded due to y_range or header_y_range: {'content': '[JULY 11', 'polygon': [5.1667, 0.6667, 5.6833, 0.6634, 5.6867, 0.8001, 5.1667, 0.8068], 'spans': [{'offset': 46284, 'length': 8}]}
Excluded due to y_range or header_y_range: {'content': 'for gold, so long as we do anything to assist in', 'polygon': [3.3267, 0.9634, 5.69, 0.9668, 5.69, 1.0801, 3.3267, 1.0801], 'spans': [{'offset': 49441, 'length': 48}]}
Excluded due to y_range or header_y_range: {'content': 'Original from', 'polygon': [4.25, 9.4644, 4.7433, 9.4678, 4.7433, 9.5544, 4.25, 9.5511], 'spans': [{'offset': 52781, 'length': 13}]}
Excluded due to y_range or header_y_range: {'content': 'UNIVERSITY OF CALIFORNIA', 'polygon': [3.83, 9.5711, 5.15, 9.5711, 5.15, 9.6678, 3.83, 9.6678], 'spans': [{'offset': 52795, 'length': 24}]}
Excluded due to y_range or header_y_range: {'content': '¡HOUSE.]', 'polygon': [2.8472, 0.7268, 3.474, 0.7302, 3.474, 0.8735, 2.8472, 0.8702], 'spans': [{'offset': 53526, 'length': 8}]}
Excluded due to y_range or header_y_range: {'content': 'Eight Hours Bill.', 'polygon': [1.4603, 0.7368, 2.4938, 0.7335, 2.4938, 0.8702, 1.4603, 0.8802], 'spans': [{'offset': 53508, 'length': 17}]}
Excluded due to y_range or header_y_range: {'content': '1901.]', 'polygon': [0.7268, 0.7468, 1.0935, 0.7568, 1.0902, 0.8835, 0.7235, 0.8835], 'spans': [{'offset': 53501, 'length': 6}]}
Excluded due to y_range or header_y_range: {'content': 'Generated on 2024-02-03 07:27 GMT /', 'polygon': [0.02, 9.5689, 0.02, 7.405, 0.12, 7.405, 0.12, 9.5689], 'spans': [{'offset': 59931, 'length': 35}]}
Excluded due to y_range or header_y_range: {'content': 'Creative Commons Zero (CCO) /', 'polygon': [0.1334, 9.5722, 0.1334, 7.7884, 0.23, 7.7884, 0.23, 9.5722], 'spans': [{'offset': 59967, 'length': 29}]}
Excluded due to y_range or header_y_range: {'content': 'Google', 'polygon': [1.4203, 9.4588, 2.1437, 9.4722, 2.1404, 9.6922, 1.4203, 9.6822], 'spans': [{'offset': 60010, 'length': 6}]}
Excluded due to y_range or header_y_range: {'content': 'Digitized by', 'polygon': [0.9568, 9.5388, 1.4303, 9.5388, 1.4269, 9.6389, 0.9568, 9.6355], 'spans': [{'offset': 59997, 'length': 12}]}
Excluded due to y_range or header_y_range: {'content': 'Eight Hours Bill.', 'polygon': [3.9174, 0.7368, 4.9509, 0.7368, 4.9509, 0.8669, 3.9174, 0.8769], 'spans': [{'offset': 53535, 'length': 17}]}
Excluded due to y_range or header_y_range: {'content': '309', 'polygon': [5.3576, 0.7402, 5.5677, 0.7402, 5.5643, 0.8535, 5.3543, 0.8602], 'spans': [{'offset': 53553, 'length': 3}]}
Excluded due to y_range or header_y_range: {'content': 'Original from', 'polygon': [4.3808, 9.4855, 4.8909, 9.4855, 4.8909, 9.5789, 4.3808, 9.5789], 'spans': [{'offset': 60017, 'length': 13}]}
Excluded due to y_range or header_y_range: {'content': 'UNIVERSITY OF CALIFORNIA', 'polygon': [3.9507, 9.5922, 5.3176, 9.5922, 5.3176, 9.6955, 3.9507, 9.6989], 'spans': [{'offset': 60031, 'length': 24}]}
Excluded due to y_range or header_y_range: {'content': '310', 'polygon': [0.8302, 0.6534, 1.047, 0.6601, 1.0436, 0.7801, 0.8236, 0.7834], 'spans': [{'offset': 60119, 'length': 3}]}
Excluded due to y_range or header_y_range: {'content': 'Eight Hours Bill', 'polygon': [1.4337, 0.6567, 2.4473, 0.6534, 2.4473, 0.7968, 1.4337, 0.8034], 'spans': [{'offset': 60123, 'length': 16}]}
Excluded due to y_range or header_y_range: {'content': '[HOUSE.]', 'polygon': [2.9375, 0.6567, 3.5843, 0.6567, 3.5843, 0.8101, 2.9375, 0.8101], 'spans': [{'offset': 60140, 'length': 8}]}
Excluded due to y_range or header_y_range: {'content': 'Mr. WILFORD .- That might be your defini-', 'polygon': [0.9403, 0.9634, 3.2109, 0.9668, 3.2109, 1.0801, 0.9403, 1.0735], 'spans': [{'offset': 60176, 'length': 41}]}
Excluded due to y_range or header_y_range: {'content': 'Creative Commons Zero (CC0) / http://www.hathitrust.org/access use#cc-zero', 'polygon': [0.13, 9.5478, 0.1334, 5.2339, 0.2367, 5.2339, 0.2334, 9.5478], 'spans': [{'offset': 66418, 'length': 74}]}
Excluded due to y_range or header_y_range: {'content': 'Generated on 2024-02-03 07:27 GMT /', 'polygon': [0.02, 9.5444, 0.02, 7.4375, 0.1167, 7.4375, 0.1167, 9.5444], 'spans': [{'offset': 66493, 'length': 35}]}
Excluded due to y_range or header_y_range: {'content': 'Google', 'polygon': [1.4137, 9.4311, 2.1206, 9.4311, 2.1172, 9.6611, 1.4137, 9.6544], 'spans': [{'offset': 66325, 'length': 6}]}
Excluded due to y_range or header_y_range: {'content': 'Digitized by', 'polygon': [0.9369, 9.5111, 1.397, 9.5144, 1.3937, 9.6078, 0.9369, 9.6044], 'spans': [{'offset': 66312, 'length': 12}]}
Excluded due to y_range or header_y_range: {'content': 'Eight Hours Bill.', 'polygon': [3.7944, 0.6567, 4.8513, 0.6501, 4.8547, 0.7934, 3.7944, 0.8034], 'spans': [{'offset': 60149, 'length': 17}]}
Excluded due to y_range or header_y_range: {'content': '[JULY 11', 'polygon': [5.1381, 0.6634, 5.6649, 0.6567, 5.6649, 0.7934, 5.1381, 0.8001], 'spans': [{'offset': 60167, 'length': 8}]}
Excluded due to y_range or header_y_range: {'content': 'dustries I have mentioned shows that those', 'polygon': [3.2776, 0.9634, 5.6749, 0.9634, 5.6749, 1.0701, 3.2776, 1.0735], 'spans': [{'offset': 63236, 'length': 42}]}
Excluded due to y_range or header_y_range: {'content': 'Original from', 'polygon': [4.3345, 9.4611, 4.838, 9.4611, 4.838, 9.5511, 4.3345, 9.5544], 'spans': [{'offset': 66332, 'length': 13}]}
Excluded due to y_range or header_y_range: {'content': 'UNIVERSITY OF CALIFORNIA', 'polygon': [3.9044, 9.5644, 5.2548, 9.5611, 5.2548, 9.6678, 3.9044, 9.6711], 'spans': [{'offset': 66346, 'length': 24}]}
Excluded due to y_range or header_y_range: {'content': 'Eight Hours Bill.', 'polygon': [1.4205, 0.7102, 2.4676, 0.7068, 2.4676, 0.8469, 1.4205, 0.8535], 'spans': [{'offset': 66882, 'length': 17}]}
Excluded due to y_range or header_y_range: {'content': '[HOUSE.]', 'polygon': [2.8144, 0.7068, 3.4579, 0.7068, 3.4579, 0.8502, 2.8144, 0.8502], 'spans': [{'offset': 66900, 'length': 8}]}
Excluded due to y_range or header_y_range: {'content': '1901.]', 'polygon': [0.6969, 0.7135, 1.0771, 0.7168, 1.0737, 0.8569, 0.6936, 0.8535], 'spans': [{'offset': 66927, 'length': 6}]}
Excluded due to y_range or header_y_range: {'content': 'Creative Commons Zero (CC0) / http://www.hathitrust.org/access use#cc-zero', 'polygon': [0.1267, 9.5855, 0.1267, 5.2512, 0.2468, 5.2512, 0.2434, 9.5855], 'spans': [{'offset': 73238, 'length': 74}]}
Excluded due to y_range or header_y_range: {'content': 'Generated on 2024-02-03 07:27 GMT /', 'polygon': [0.02, 9.5722, 0.02, 7.4584, 0.12, 7.4584, 0.12, 9.5722], 'spans': [{'offset': 73313, 'length': 35}]}
Excluded due to y_range or header_y_range: {'content': 'Google', 'polygon': [1.4072, 9.4588, 2.1274, 9.4622, 2.1241, 9.6922, 1.4038, 9.6789], 'spans': [{'offset': 73362, 'length': 6}]}
Excluded due to y_range or header_y_range: {'content': 'Digitized by', 'polygon': [0.9437, 9.5388, 1.4005, 9.5422, 1.4005, 9.6355, 0.9437, 9.6355], 'spans': [{'offset': 73349, 'length': 12}]}
Excluded due to y_range or header_y_range: {'content': '311', 'polygon': [5.3153, 0.7068, 5.5287, 0.7102, 5.5287, 0.8335, 5.3086, 0.8302], 'spans': [{'offset': 66878, 'length': 3}]}
Excluded due to y_range or header_y_range: {'content': 'Eight Hours Bill.', 'polygon': [3.8414, 0.7068, 4.8884, 0.7068, 4.8918, 0.8469, 3.8414, 0.8535], 'spans': [{'offset': 66909, 'length': 17}]}
Excluded due to y_range or header_y_range: {'content': 'Original from', 'polygon': [4.3382, 9.4888, 4.8518, 9.4888, 4.8518, 9.5789, 4.3382, 9.5822], 'spans': [{'offset': 73369, 'length': 13}]}
Excluded due to y_range or header_y_range: {'content': 'UNIVERSITY OF CALIFORNIA', 'polygon': [3.9181, 9.5989, 5.2686, 9.5989, 5.2686, 9.6955, 3.9181, 9.6955], 'spans': [{'offset': 73383, 'length': 24}]}
Excluded due to y_range or header_y_range: {'content': '[HOUSE.]', 'polygon': [2.9372, 0.6034, 3.584, 0.6067, 3.584, 0.7601, 2.9372, 0.7568], 'spans': [{'offset': 73623, 'length': 8}]}
Excluded due to y_range or header_y_range: {'content': 'Eight Hours Bill.', 'polygon': [1.4403, 0.6101, 2.4871, 0.6067, 2.4905, 0.7468, 1.4403, 0.7568], 'spans': [{'offset': 73605, 'length': 17}]}
Excluded due to y_range or header_y_range: {'content': '312', 'polygon': [0.8335, 0.6267, 1.0569, 0.6201, 1.0535, 0.7334, 0.8368, 0.7368], 'spans': [{'offset': 73601, 'length': 3}]}
Excluded due to y_range or header_y_range: {'content': 'An Hon. MEMBER. . We should never have', 'polygon': [0.9468, 0.9134, 3.2106, 0.9134, 3.2106, 1.0235, 0.9468, 1.0235], 'spans': [{'offset': 73659, 'length': 38}]}
Excluded due to y_range or header_y_range: {'content': 'Generated on 2024-02-03 07:27 GMT / https://hdl.handle.net/2027/uc1. 32106019788238', 'polygon': [0.0167, 9.5578, 0.0167, 4.8606, 0.1134, 4.8606, 0.1134, 9.5578], 'spans': [{'offset': 79924, 'length': 83}]}
Excluded due to y_range or header_y_range: {'content': 'Creative Commons Zero (CC0) / http://www.hathitrust. org/access use#cc-zero', 'polygon': [0.13, 9.5544, 0.1334, 5.3039, 0.23, 5.3039, 0.2267, 9.5544], 'spans': [{'offset': 79848, 'length': 75}]}
Excluded due to y_range or header_y_range: {'content': 'Google', 'polygon': [1.3736, 9.4311, 2.0804, 9.4311, 2.077, 9.6611, 1.3736, 9.6544], 'spans': [{'offset': 79802, 'length': 6}]}
Excluded due to y_range or header_y_range: {'content': 'Digitized by', 'polygon': [0.9302, 9.5144, 1.3803, 9.5211, 1.3803, 9.6111, 0.9302, 9.6044], 'spans': [{'offset': 79789, 'length': 12}]}
Excluded due to y_range or header_y_range: {'content': 'Eight Hours Bill.', 'polygon': [3.8374, 0.6101, 4.8809, 0.6067, 4.8809, 0.7468, 3.8374, 0.7534], 'spans': [{'offset': 73632, 'length': 17}]}
Excluded due to y_range or header_y_range: {'content': '[JULY 11', 'polygon': [5.1376, 0.6167, 5.6277, 0.6134, 5.631, 0.7534, 5.1376, 0.7601], 'spans': [{'offset': 73650, 'length': 8}]}
Excluded due to y_range or header_y_range: {'content': 'they do work the eight hours pretty well all', 'polygon': [3.3039, 0.9101, 5.6444, 0.9134, 5.6444, 1.0301, 3.3039, 1.0268], 'spans': [{'offset': 76726, 'length': 44}]}
Excluded due to y_range or header_y_range: {'content': 'Original from', 'polygon': [4.2708, 9.4644, 4.7609, 9.4678, 4.7609, 9.5544, 4.2708, 9.5511], 'spans': [{'offset': 79809, 'length': 13}]}
Excluded due to y_range or header_y_range: {'content': 'UNIVERSITY OF CALIFORNIA', 'polygon': [3.8407, 9.5644, 5.1776, 9.5644, 5.1776, 9.6711, 3.8407, 9.6711], 'spans': [{'offset': 79823, 'length': 24}]}
Excluded due to y_range or header_y_range: {'content': 'Eight Hours Bill.', 'polygon': [1.4401, 0.6601, 2.4902, 0.6568, 2.4902, 0.8035, 1.4401, 0.8035], 'spans': [{'offset': 80296, 'length': 17}]}
Excluded due to y_range or header_y_range: {'content': '[HOUSE.]', 'polygon': [2.8269, 0.6601, 3.4636, 0.6568, 3.4636, 0.8001, 2.8269, 0.8035], 'spans': [{'offset': 80314, 'length': 8}]}
Excluded due to y_range or header_y_range: {'content': '1901.]', 'polygon': [0.7067, 0.6668, 1.0934, 0.6701, 1.0901, 0.8068, 0.7034, 0.8035], 'spans': [{'offset': 80341, 'length': 6}]}
Excluded due to y_range or header_y_range: {'content': 'Bill through sheer cussedness. We believe that', 'polygon': [0.7167, 0.9635, 3.0936, 0.9635, 3.0936, 1.0702, 0.7167, 1.0735], 'spans': [{'offset': 80348, 'length': 46}]}
Excluded due to y_range or header_y_range: {'content': 'Generated on 2024-02-03 07:27 GMT', 'polygon': [0.0167, 9.565, 0.0133, 7.638, 0.1267, 7.638, 0.1333, 9.565], 'spans': [{'offset': 86629, 'length': 33}]}
Excluded due to y_range or header_y_range: {'content': 'Creative Commons Zero (CCO) /', 'polygon': [0.1333, 9.565, 0.1333, 7.7413, 0.2367, 7.7413, 0.2334, 9.565], 'spans': [{'offset': 86663, 'length': 29}]}
Excluded due to y_range or header_y_range: {'content': 'Google', 'polygon': [1.4368, 9.4416, 2.1435, 9.4416, 2.1402, 9.6717, 1.4335, 9.6683], 'spans': [{'offset': 86491, 'length': 6}]}
Excluded due to y_range or header_y_range: {'content': 'Digitized by', 'polygon': [0.9501, 9.525, 1.4101, 9.5283, 1.4101, 9.625, 0.9501, 9.6216], 'spans': [{'offset': 86478, 'length': 12}]}
Excluded due to y_range or header_y_range: {'content': 'Eight Hours Bill.', 'polygon': [3.907, 0.6601, 4.9504, 0.6568, 4.9504, 0.8001, 3.907, 0.8068], 'spans': [{'offset': 80323, 'length': 17}]}
Excluded due to y_range or header_y_range: {'content': '313', 'polygon': [5.3405, 0.6701, 5.5605, 0.6668, 5.5538, 0.7868, 5.3405, 0.7835], 'spans': [{'offset': 80292, 'length': 3}]}
Excluded due to y_range or header_y_range: {'content': 'asked the honourable gentleman, If the hours', 'polygon': [3.1736, 0.9602, 5.5538, 0.9602, 5.5505, 1.0735, 3.1736, 1.0735], 'spans': [{'offset': 83429, 'length': 44}]}
Excluded due to y_range or header_y_range: {'content': 'Original from', 'polygon': [4.3704, 9.4716, 4.8804, 9.4716, 4.8804, 9.565, 4.3704, 9.565], 'spans': [{'offset': 86498, 'length': 13}]}
Excluded due to y_range or header_y_range: {'content': 'UNIVERSITY OF CALIFORNIA', 'polygon': [3.9437, 9.575, 5.3038, 9.575, 5.3038, 9.685, 3.9437, 9.685], 'spans': [{'offset': 86512, 'length': 24}]}
Excluded due to y_range or header_y_range: {'content': 'Eight Hours Bill.', 'polygon': [1.5204, 0.6468, 2.5574, 0.6434, 2.5607, 0.7835, 1.5204, 0.7935], 'spans': [{'offset': 87187, 'length': 17}]}
Excluded due to y_range or header_y_range: {'content': '314', 'polygon': [0.9036, 0.6468, 1.1303, 0.6501, 1.1303, 0.7635, 0.9002, 0.7701], 'spans': [{'offset': 87183, 'length': 3}]}
Excluded due to y_range or header_y_range: {'content': '[HOUSE.]', 'polygon': [3.0008, 0.6534, 3.6543, 0.6534, 3.6543, 0.8035, 3.0008, 0.8035], 'spans': [{'offset': 87205, 'length': 8}]}
Excluded due to y_range or header_y_range: {'content': 'quiry into this particular case. I received a', 'polygon': [0.9069, 0.9468, 3.2775, 0.9468, 3.2775, 1.0602, 0.9069, 1.0635], 'spans': [{'offset': 87241, 'length': 45}]}
Excluded due to y_range or header_y_range: {'content': 'Creative Commons Zero (CC0) / http://www.hathitrust.org/access use#cc-zero', 'polygon': [0.13, 9.5583, 0.1367, 5.1842, 0.2401, 5.1842, 0.2334, 9.5583], 'spans': [{'offset': 93471, 'length': 74}]}
Excluded due to y_range or header_y_range: {'content': 'Generated on 2024-02-03 07:27 GMT /', 'polygon': [0.02, 9.5583, 0.02, 7.4246, 0.12, 7.4246, 0.12, 9.5583], 'spans': [{'offset': 93546, 'length': 35}]}
Excluded due to y_range or header_y_range: {'content': 'Google', 'polygon': [1.4204, 9.445, 2.1572, 9.445, 2.1539, 9.6783, 1.4204, 9.6717], 'spans': [{'offset': 93378, 'length': 6}]}
Excluded due to y_range or header_y_range: {'content': 'Digitized by', 'polygon': [0.9536, 9.525, 1.4337, 9.525, 1.4337, 9.6216, 0.9536, 9.6216], 'spans': [{'offset': 93365, 'length': 12}]}
Excluded due to y_range or header_y_range: {'content': 'Eight Hours Bill.', 'polygon': [3.911, 0.6468, 4.9647, 0.6468, 4.9647, 0.7868, 3.911, 0.7968], 'spans': [{'offset': 87214, 'length': 17}]}
Excluded due to y_range or header_y_range: {'content': '[JULY 11', 'polygon': [5.2247, 0.6534, 5.7615, 0.6501, 5.7615, 0.7901, 5.2247, 0.7935], 'spans': [{'offset': 87232, 'length': 8}]}
Excluded due to y_range or header_y_range: {'content': 'culty in the working of this Bill, because the', 'polygon': [3.3642, 0.9502, 5.7615, 0.9468, 5.7615, 1.0635, 3.3642, 1.0668], 'spans': [{'offset': 90309, 'length': 46}]}
Excluded due to y_range or header_y_range: {'content': 'Original from', 'polygon': [4.3912, 9.4716, 4.9013, 9.4716, 4.9013, 9.565, 4.3912, 9.565], 'spans': [{'offset': 93385, 'length': 13}]}
Excluded due to y_range or header_y_range: {'content': 'UNIVERSITY OF CALIFORNIA', 'polygon': [3.9677, 9.5816, 5.3381, 9.5816, 5.3381, 9.6817, 3.9677, 9.6817], 'spans': [{'offset': 93399, 'length': 24}]}
Excluded due to y_range or header_y_range: {'content': '1901.]', 'polygon': [0.6667, 0.6801, 1.0467, 0.6835, 1.0433, 0.8235, 0.6667, 0.8168], 'spans': [{'offset': 93608, 'length': 6}]}
Excluded due to y_range or header_y_range: {'content': 'Eight Hours Bill.', 'polygon': [1.4033, 0.6835, 2.4467, 0.6801, 2.4467, 0.8168, 1.4033, 0.8235], 'spans': [{'offset': 99750, 'length': 17}]}
Excluded due to y_range or header_y_range: {'content': '[HOUSE.]', 'polygon': [2.78, 0.6835, 3.4367, 0.6835, 3.4367, 0.8335, 2.78, 0.8301], 'spans': [{'offset': 99790, 'length': 8}]}
Excluded due to y_range or header_y_range: {'content': 'Creative Commons Zero (CC0) / http://www.hathitrust.org/access use#cc-zero', 'polygon': [0.1333, 9.5683, 0.1367, 5.2209, 0.24, 5.2209, 0.2333, 9.5683], 'spans': [{'offset': 99846, 'length': 74}]}
Excluded due to y_range or header_y_range: {'content': 'Generated on 2024-02-03 07:27 GMT', 'polygon': [0.0233, 9.5583, 0.02, 7.668, 0.1167, 7.668, 0.12, 9.5583], 'spans': [{'offset': 99921, 'length': 33}]}
Excluded due to y_range or header_y_range: {'content': 'Google', 'polygon': [1.43, 9.4416, 2.14, 9.4416, 2.1367, 9.675, 1.4267, 9.665], 'spans': [{'offset': 99968, 'length': 6}]}
Excluded due to y_range or header_y_range: {'content': 'Digitized by', 'polygon': [0.9467, 9.525, 1.41, 9.5283, 1.4067, 9.625, 0.9467, 9.6216], 'spans': [{'offset': 99955, 'length': 12}]}
