2024-10-03 15:39:08,654 - INFO - Excluded strings: ['<!-- FigureContent="Stores.', '" Per" -->', '<!-- PageHeader="Imperial Honours.', 'http://www.hathitrust.org/access use#cc-zero', 'http://www.hathitrust. org/access use#cc-zero', 'org/access', 'use#cc-zero', '/'], Excluded patterns: ['http[s]?://(?:[a-zA-Z]|[0-9]|[$-_@.&+]|[!*\\\\(\\\\),]|(?:%[0-9a-fA-F][0-9a-fA-F]))+', '<!--\\s*[a-zA-Z]+\\s*="[^"]*"\\s*-->']
2024-10-03 15:39:10,037 - INFO - Excluded due to y_range or header_y_range: {'content': 'UNIVERSITY OF CALIFORNIA" -->', 'polygon': [3.9044, 9.7033, 5.2548, 9.7033, 5.2548, 9.81, 3.9044, 9.81], 'spans': [{'offset': 537515, 'length': 29}]}
2024-10-03 15:39:10,037 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageHeader="[HOUSE.]" -->', 'polygon': [3.0311, 0.5968, 3.678, 0.5968, 3.678, 0.7502, 3.0311, 0.7535], 'spans': [{'offset': 538308, 'length': 30}]}
2024-10-03 15:39:10,037 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageHeader="Wednesday" -->', 'polygon': [1.7706, 0.6035, 2.4209, 0.6102, 2.4209, 0.7469, 1.7706, 0.7435], 'spans': [{'offset': 538275, 'length': 31}]}
2024-10-03 15:39:10,037 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageNumber="666" -->', 'polygon': [0.927, 0.6168, 1.1504, 0.6135, 1.1471, 0.7369, 0.927, 0.7369], 'spans': [{'offset': 538248, 'length': 25}]}
2024-10-03 15:39:10,037 - INFO - Excluded due to y_range or header_y_range: {'content': 'of every one in the colony should be amended.', 'polygon': [0.927, 0.9069, 3.3079, 0.8936, 3.3079, 1.007, 0.927, 1.0236], 'spans': [{'offset': 538406, 'length': 45}]}
2024-10-03 15:39:10,037 - INFO - Excluded due to y_range or header_y_range: {'content': 'Creative Commons Zero (CC0) / http://www.hathitrust.org/access\\_use#cc-zero', 'polygon': [0.13, 9.6727, 0.1334, 5.3515, 0.2401, 5.3515, 0.2334, 9.6727], 'spans': [{'offset': 543886, 'length': 75}]}
2024-10-03 15:39:10,037 - INFO - Excluded due to y_range or header_y_range: {'content': 'Generated on 2024-04-28 23:23 GMT /', 'polygon': [0.02, 9.6694, 0.02, 7.5588, 0.1167, 7.5588, 0.12, 9.6694], 'spans': [{'offset': 543849, 'length': 35}]}
2024-10-03 15:39:10,037 - INFO - Excluded due to y_range or header_y_range: {'content': 'Google', 'polygon': [1.4272, 9.556, 2.1308, 9.556, 2.1274, 9.7861, 1.4238, 9.7761], 'spans': [{'offset': 543652, 'length': 6}]}
2024-10-03 15:39:10,037 - INFO - Excluded due to y_range or header_y_range: {'content': 'Digitized by', 'polygon': [0.9437, 9.6361, 1.3972, 9.6394, 1.3972, 9.7361, 0.9437, 9.7328], 'spans': [{'offset': 543639, 'length': 12}]}
2024-10-03 15:39:10,037 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageHeader="[SEPT. 24" -->', 'polygon': [5.1985, 0.6002, 5.7954, 0.5935, 5.7954, 0.7335, 5.1985, 0.7402], 'spans': [{'offset': 538373, 'length': 31}]}
2024-10-03 15:39:10,037 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageHeader="Sittings." -->', 'polygon': [4.1882, 0.5968, 4.6884, 0.6035, 4.685, 0.7402, 4.1882, 0.7369], 'spans': [{'offset': 538340, 'length': 31}]}
2024-10-03 15:39:10,037 - INFO - Excluded due to y_range or header_y_range: {'content': 'best gain time by, and whichever could be', 'polygon': [3.3579, 0.8936, 5.7954, 0.8903, 5.7988, 1.007, 3.3579, 1.0203], 'spans': [{'offset': 541434, 'length': 41}]}
2024-10-03 15:39:10,037 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageFooter="Original from', 'polygon': [4.3416, 9.586, 4.8484, 9.586, 4.8484, 9.6794, 4.3416, 9.6794], 'spans': [{'offset': 543660, 'length': 30}]}
2024-10-03 15:39:10,037 - INFO - Excluded due to y_range or header_y_range: {'content': 'UNIVERSITY OF CALIFORNIA" -->', 'polygon': [3.9114, 9.6894, 5.2686, 9.6894, 5.2686, 9.7961, 3.9114, 9.7961], 'spans': [{'offset': 543691, 'length': 29}]}
2024-10-03 15:39:10,037 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageHeader="[HOUSE.]" -->', 'polygon': [2.7467, 0.6534, 3.3933, 0.65, 3.3967, 0.8, 2.7467, 0.8034], 'spans': [{'offset': 544613, 'length': 30}]}
2024-10-03 15:39:10,037 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageNumber="[901.]" -->', 'polygon': [0.6567, 0.6567, 1.0267, 0.66, 1.02, 0.8, 0.66, 0.7934], 'spans': [{'offset': 544552, 'length': 28}]}
2024-10-03 15:39:10,037 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageHeader="Supply." -->', 'polygon': [1.6767, 0.6567, 2.1167, 0.66, 2.1167, 0.8067, 1.6733, 0.8], 'spans': [{'offset': 544582, 'length': 29}]}
2024-10-03 15:39:10,037 - INFO - Excluded due to y_range or header_y_range: {'content': "charged to the Colonial Secretary's Depart-", 'polygon': [0.6467, 0.9534, 3.0167, 0.9534, 3.0167, 1.0801, 0.6467, 1.0767], 'spans': [{'offset': 544658, 'length': 43}]}
2024-10-03 15:39:10,037 - INFO - Excluded due to y_range or header_y_range: {'content': 'Generated on 2024-04-28 23:23 GMT / https://hdl.handle.net/2027/uc1.32106019788253', 'polygon': [0.0167, 9.7105, 0.0167, 4.9703, 0.1167, 4.9703, 0.1167, 9.7105], 'spans': [{'offset': 550840, 'length': 82}]}
2024-10-03 15:39:10,037 - INFO - Excluded due to y_range or header_y_range: {'content': 'Creative Commons Zero (CC0) / http://www.hathitrust.org/access use#cc-zero', 'polygon': [0.13, 9.7072, 0.1333, 5.4203, 0.2367, 5.4203, 0.23, 9.7072], 'spans': [{'offset': 550923, 'length': 74}]}
2024-10-03 15:39:10,037 - INFO - Excluded due to y_range or header_y_range: {'content': 'Google" -->', 'polygon': [1.4133, 9.5839, 2.1067, 9.5839, 2.1033, 9.8106, 1.4133, 9.8072], 'spans': [{'offset': 550765, 'length': 11}]}
2024-10-03 15:39:10,037 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageFooter="Digitized by', 'polygon': [0.9367, 9.6639, 1.3867, 9.6672, 1.3867, 9.7639, 0.9367, 9.7606], 'spans': [{'offset': 550735, 'length': 29}]}
2024-10-03 15:39:10,037 - INFO - Excluded due to y_range or header_y_range: {'content': 'Supply.', 'polygon': [4.1267, 0.6667, 4.57, 0.67, 4.5667, 0.8134, 4.1233, 0.81], 'spans': [{'offset': 544645, 'length': 7}]}
2024-10-03 15:39:10,037 - INFO - Excluded due to y_range or header_y_range: {'content': '667', 'polygon': [5.2833, 0.6667, 5.4933, 0.67, 5.4867, 0.79, 5.2833, 0.7834], 'spans': [{'offset': 544653, 'length': 3}]}
2024-10-03 15:39:10,037 - INFO - Excluded due to y_range or header_y_range: {'content': 'people have a clean sheet in regard to election', 'polygon': [3.1, 0.9567, 5.49, 0.9567, 5.49, 1.0767, 3.1, 1.0734], 'spans': [{'offset': 547658, 'length': 47}]}
2024-10-03 15:39:10,038 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageFooter="Original from', 'polygon': [4.3, 9.6139, 4.8067, 9.6139, 4.8067, 9.7072, 4.3, 9.7072], 'spans': [{'offset': 550778, 'length': 30}]}
2024-10-03 15:39:10,038 - INFO - Excluded due to y_range or header_y_range: {'content': 'UNIVERSITY OF CALIFORNIA" -->', 'polygon': [3.88, 9.7172, 5.22, 9.7172, 5.2233, 9.8239, 3.88, 9.8239], 'spans': [{'offset': 550809, 'length': 29}]}
2024-10-03 15:39:10,038 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageHeader="Supply." -->', 'polygon': [1.93, 0.6833, 2.38, 0.6867, 2.3767, 0.8233, 1.93, 0.82], 'spans': [{'offset': 551155, 'length': 29}]}
2024-10-03 15:39:10,038 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageNumber="668" -->', 'polygon': [1.0067, 0.6867, 1.2233, 0.69, 1.22, 0.8033, 1.0033, 0.8067], 'spans': [{'offset': 551128, 'length': 25}]}
2024-10-03 15:39:10,038 - INFO - Excluded due to y_range or header_y_range: {'content': 'ever had been taken. Under these circum-', 'polygon': [1.01, 0.99, 3.39, 0.9833, 3.39, 1.09, 1.01, 1.0967], 'spans': [{'offset': 551260, 'length': 40}]}
2024-10-03 15:39:10,038 - INFO - Excluded due to y_range or header_y_range: {'content': 'Generated on 2024-04-28 23:23 GMT /', 'polygon': [0.0133, 9.6967, 0.0133, 7.58, 0.1233, 7.58, 0.1267, 9.6967], 'spans': [{'offset': 557584, 'length': 35}]}
2024-10-03 15:39:10,038 - INFO - Excluded due to y_range or header_y_range: {'content': 'Creative Commons Zero (CCO) /', 'polygon': [0.1267, 9.6967, 0.13, 7.8967, 0.2333, 7.8967, 0.23, 9.6967], 'spans': [{'offset': 557621, 'length': 29}]}
2024-10-03 15:39:10,038 - INFO - Excluded due to y_range or header_y_range: {'content': 'Google', 'polygon': [1.41, 9.57, 2.1067, 9.57, 2.1033, 9.8, 1.4067, 9.79], 'spans': [{'offset': 557420, 'length': 6}]}
2024-10-03 15:39:10,038 - INFO - Excluded due to y_range or header_y_range: {'content': 'Digitized by', 'polygon': [0.94, 9.6533, 1.39, 9.6533, 1.39, 9.7467, 0.94, 9.7433], 'spans': [{'offset': 557407, 'length': 12}]}
2024-10-03 15:39:10,038 - INFO - Excluded due to y_range or header_y_range: {'content': '[SEPT. 24', 'polygon': [5.28, 0.67, 5.8467, 0.6667, 5.8467, 0.8067, 5.28, 0.81], 'spans': [{'offset': 551249, 'length': 9}]}
2024-10-03 15:39:10,038 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageHeader="[HOUSE.]" -->', 'polygon': [3.11, 0.6733, 3.7567, 0.6733, 3.7567, 0.82, 3.11, 0.82], 'spans': [{'offset': 551186, 'length': 30}]}
2024-10-03 15:39:10,038 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageHeader="Supply." -->', 'polygon': [4.26, 0.6733, 4.7133, 0.6733, 4.71, 0.8167, 4.26, 0.8167], 'spans': [{'offset': 551218, 'length': 29}]}
2024-10-03 15:39:10,038 - INFO - Excluded due to y_range or header_y_range: {'content': 'They did know this: that, as a result of his', 'polygon': [3.4533, 0.9733, 5.8567, 0.9733, 5.8567, 1.0933, 3.4533, 1.0933], 'spans': [{'offset': 554349, 'length': 44}]}
2024-10-03 15:39:10,038 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageFooter="Original from', 'polygon': [4.3067, 9.6, 4.8033, 9.6, 4.8033, 9.69, 4.3067, 9.69], 'spans': [{'offset': 557428, 'length': 30}]}
2024-10-03 15:39:10,038 - INFO - Excluded due to y_range or header_y_range: {'content': 'UNIVERSITY OF CALIFORNIA" -->', 'polygon': [3.8767, 9.7033, 5.22, 9.7033, 5.22, 9.81, 3.8767, 9.8133], 'spans': [{'offset': 557459, 'length': 29}]}
2024-10-03 15:39:10,038 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageHeader="Supply." -->', 'polygon': [1.63, 0.7167, 2.07, 0.7233, 2.07, 0.8667, 1.6267, 0.8633], 'spans': [{'offset': 564097, 'length': 29}]}
2024-10-03 15:39:10,038 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageNumber="1901.]" -->', 'polygon': [0.6367, 0.7267, 0.9967, 0.73, 0.9967, 0.87, 0.63, 0.87], 'spans': [{'offset': 558052, 'length': 28}]}
2024-10-03 15:39:10,038 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageHeader="[HOUSE.]" -->', 'polygon': [2.73, 0.7267, 3.3767, 0.7267, 3.3767, 0.87, 2.73, 0.87], 'spans': [{'offset': 564128, 'length': 30}]}
2024-10-03 15:39:10,038 - INFO - Excluded due to y_range or header_y_range: {'content': 'Generated on 2024-04-28 23:23 GMT /', 'polygon': [0.0133, 9.6967, 0.0133, 7.5833, 0.1233, 7.5833, 0.1267, 9.6967], 'spans': [{'offset': 564312, 'length': 35}]}
2024-10-03 15:39:10,038 - INFO - Excluded due to y_range or header_y_range: {'content': 'Creative Commons Zero (CCO) /', 'polygon': [0.1233, 9.7, 0.1233, 7.92, 0.24, 7.92, 0.2433, 9.7], 'spans': [{'offset': 564349, 'length': 29}]}
2024-10-03 15:39:10,038 - INFO - Excluded due to y_range or header_y_range: {'content': 'Google', 'polygon': [1.4133, 9.57, 2.1067, 9.57, 2.1033, 9.8, 1.4133, 9.7933], 'spans': [{'offset': 564027, 'length': 6}]}
2024-10-03 15:39:10,038 - INFO - Excluded due to y_range or header_y_range: {'content': 'Digitized by', 'polygon': [0.94, 9.65, 1.39, 9.6533, 1.3867, 9.75, 0.94, 9.7467], 'spans': [{'offset': 564014, 'length': 12}]}
2024-10-03 15:39:10,038 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageHeader="Supply." -->', 'polygon': [4.09, 0.7233, 4.5367, 0.7233, 4.5367, 0.8667, 4.09, 0.8667], 'spans': [{'offset': 564160, 'length': 29}]}
2024-10-03 15:39:10,038 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageNumber="669" -->', 'polygon': [5.2567, 0.7267, 5.4733, 0.7233, 5.4733, 0.84, 5.2567, 0.8467], 'spans': [{'offset': 564191, 'length': 25}]}
2024-10-03 15:39:10,038 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageFooter="Original from', 'polygon': [4.3067, 9.6, 4.8067, 9.6, 4.8067, 9.69, 4.3067, 9.6933], 'spans': [{'offset': 564035, 'length': 30}]}
2024-10-03 15:39:10,038 - INFO - Excluded due to y_range or header_y_range: {'content': 'UNIVERSITY OF CALIFORNIA" -->', 'polygon': [3.8767, 9.7033, 5.2267, 9.7033, 5.2267, 9.81, 3.8767, 9.8133], 'spans': [{'offset': 564066, 'length': 29}]}
2024-10-03 15:39:10,038 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageNumber="670" -->', 'polygon': [0.9, 0.75, 1.12, 0.75, 1.1167, 0.8733, 0.9, 0.8733], 'spans': [{'offset': 564717, 'length': 25}]}
2024-10-03 15:39:10,038 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageHeader="Supply." -->', 'polygon': [1.82, 0.75, 2.27, 0.75, 2.27, 0.8967, 1.82, 0.8967], 'spans': [{'offset': 564744, 'length': 29}]}
2024-10-03 15:39:10,038 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageHeader="[HOUSE.]" -->', 'polygon': [2.9967, 0.75, 3.6433, 0.75, 3.6433, 0.9, 2.9967, 0.9], 'spans': [{'offset': 564775, 'length': 30}]}
2024-10-03 15:39:10,038 - INFO - Excluded due to y_range or header_y_range: {'content': 'Creative Commons Zero (CC0) / http://www.hathitrust.org/access use#cc-zero', 'polygon': [0.13, 9.6967, 0.1333, 5.4033, 0.2333, 5.4033, 0.23, 9.6967], 'spans': [{'offset': 571191, 'length': 74}]}
2024-10-03 15:39:10,038 - INFO - Excluded due to y_range or header_y_range: {'content': 'Generated on 2024-04-28 23:23 GMT /', 'polygon': [0.0167, 9.7, 0.0167, 7.5933, 0.1167, 7.5933, 0.1167, 9.7], 'spans': [{'offset': 571267, 'length': 35}]}
2024-10-03 15:39:10,038 - INFO - Excluded due to y_range or header_y_range: {'content': 'Google', 'polygon': [1.4067, 9.57, 2.11, 9.57, 2.1067, 9.8, 1.4067, 9.79], 'spans': [{'offset': 568661, 'length': 6}]}
2024-10-03 15:39:10,038 - INFO - Excluded due to y_range or header_y_range: {'content': 'Digitized by', 'polygon': [0.94, 9.65, 1.3867, 9.6533, 1.3867, 9.75, 0.94, 9.7467], 'spans': [{'offset': 568648, 'length': 12}]}
2024-10-03 15:39:10,038 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageHeader="[SEPT. 24" -->', 'polygon': [5.1667, 0.7433, 5.74, 0.7367, 5.74, 0.88, 5.1667, 0.8833], 'spans': [{'offset': 564838, 'length': 31}]}
2024-10-03 15:39:10,038 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageHeader="Supply." -->', 'polygon': [4.18, 0.74, 4.6267, 0.7433, 4.6233, 0.8867, 4.18, 0.8867], 'spans': [{'offset': 564807, 'length': 29}]}
2024-10-03 15:39:10,038 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageFooter="Original from', 'polygon': [4.3067, 9.6, 4.8067, 9.6, 4.8067, 9.69, 4.3067, 9.6933], 'spans': [{'offset': 568669, 'length': 30}]}
2024-10-03 15:39:10,038 - INFO - Excluded due to y_range or header_y_range: {'content': 'UNIVERSITY OF CALIFORNIA" -->', 'polygon': [3.88, 9.7033, 5.2233, 9.7033, 5.2233, 9.81, 3.88, 9.81], 'spans': [{'offset': 568700, 'length': 29}]}
2024-10-03 15:39:10,038 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageHeader="[HOUSE.]" -->', 'polygon': [2.7744, 0.7601, 3.4279, 0.7601, 3.4279, 0.9168, 2.771, 0.9134], 'spans': [{'offset': 571956, 'length': 30}]}
2024-10-03 15:39:10,038 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageHeader="Supply." -->', 'polygon': [1.6706, 0.7634, 2.1241, 0.7668, 2.1208, 0.9134, 1.6673, 0.9101], 'spans': [{'offset': 571925, 'length': 29}]}
2024-10-03 15:39:10,038 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageNumber="1901.]" -->', 'polygon': [0.6903, 0.7734, 1.0537, 0.7734, 1.0504, 0.9168, 0.6903, 0.9101], 'spans': [{'offset': 571988, 'length': 28}]}
2024-10-03 15:39:10,039 - INFO - Excluded due to y_range or header_y_range: {'content': 'Creative Commons Zero (CC0) / http://www.hathitrust.org/access use#cc-zero', 'polygon': [0.13, 9.7211, 0.1367, 5.4539, 0.2368, 5.4539, 0.2301, 9.7211], 'spans': [{'offset': 578178, 'length': 74}]}
2024-10-03 15:39:10,039 - INFO - Excluded due to y_range or header_y_range: {'content': 'Generated on 2024-04-28 23:23 GMT /', 'polygon': [0.0167, 9.7144, 0.0167, 7.6142, 0.1167, 7.6142, 0.1167, 9.7144], 'spans': [{'offset': 578254, 'length': 35}]}
2024-10-03 15:39:10,039 - INFO - Excluded due to y_range or header_y_range: {'content': 'Google', 'polygon': [1.4072, 9.5977, 2.0974, 9.5977, 2.0974, 9.8278, 1.4072, 9.8244], 'spans': [{'offset': 578060, 'length': 6}]}
2024-10-03 15:39:10,039 - INFO - Excluded due to y_range or header_y_range: {'content': 'Digitized by', 'polygon': [0.9337, 9.6811, 1.3872, 9.6844, 1.3872, 9.7778, 0.9337, 9.7711], 'spans': [{'offset': 578047, 'length': 12}]}
2024-10-03 15:39:10,039 - INFO - Excluded due to y_range or header_y_range: {'content': 'Supply.', 'polygon': [4.1382, 0.7668, 4.5984, 0.7734, 4.595, 0.9201, 4.1349, 0.9101], 'spans': [{'offset': 572045, 'length': 7}]}
2024-10-03 15:39:10,039 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageNumber="671" -->', 'polygon': [5.3019, 0.7701, 5.522, 0.7734, 5.5154, 0.8934, 5.2986, 0.8901], 'spans': [{'offset': 572018, 'length': 25}]}
2024-10-03 15:39:10,039 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageFooter="Original from', 'polygon': [4.2882, 9.6278, 4.7818, 9.6278, 4.7818, 9.7178, 4.2882, 9.7178], 'spans': [{'offset': 578068, 'length': 30}]}
2024-10-03 15:39:10,039 - INFO - Excluded due to y_range or header_y_range: {'content': 'UNIVERSITY OF CALIFORNIA" -->', 'polygon': [3.8581, 9.7311, 5.1919, 9.7311, 5.1919, 9.8378, 3.8581, 9.8378], 'spans': [{'offset': 578099, 'length': 29}]}
2024-10-03 15:39:10,039 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageHeader="[HOUSE.]" -->', 'polygon': [2.9544, 0.6667, 3.598, 0.6667, 3.598, 0.8134, 2.9544, 0.8134], 'spans': [{'offset': 579196, 'length': 30}]}
2024-10-03 15:39:10,039 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageNumber="672" -->', 'polygon': [0.8503, 0.68, 1.0804, 0.6767, 1.0771, 0.8, 0.847, 0.7967], 'spans': [{'offset': 579138, 'length': 25}]}
2024-10-03 15:39:10,039 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageHeader="Supply." -->', 'polygon': [1.7873, 0.6767, 2.2342, 0.68, 2.2308, 0.82, 1.7873, 0.8134], 'spans': [{'offset': 579165, 'length': 29}]}
2024-10-03 15:39:10,039 - INFO - Excluded due to y_range or header_y_range: {'content': 'the City of Auckland was concerned, was to', 'polygon': [0.8637, 0.9767, 3.2412, 0.9767, 3.2412, 1.0867, 0.8637, 1.0901], 'spans': [{'offset': 579292, 'length': 42}]}
2024-10-03 15:39:10,039 - INFO - Excluded due to y_range or header_y_range: {'content': 'Generated on 2024-04-28 23:23 GMT / https://hdl.handle.net/2027/uc1. 32106019788253', 'polygon': [0.0167, 9.7105, 0.0167, 4.9903, 0.1167, 4.9903, 0.1167, 9.7105], 'spans': [{'offset': 585391, 'length': 83}]}
2024-10-03 15:39:10,039 - INFO - Excluded due to y_range or header_y_range: {'content': 'Creative Commons Zero (CC0) / http://www.hathitrust.org/access use#cc-zero', 'polygon': [0.13, 9.7105, 0.1334, 5.4403, 0.2368, 5.4403, 0.2301, 9.7105], 'spans': [{'offset': 585316, 'length': 74}]}
2024-10-03 15:39:10,039 - INFO - Excluded due to y_range or header_y_range: {'content': 'Google', 'polygon': [1.3838, 9.5872, 2.0974, 9.5872, 2.0941, 9.8172, 1.3838, 9.8106], 'spans': [{'offset': 585246, 'length': 6}]}
2024-10-03 15:39:10,039 - INFO - Excluded due to y_range or header_y_range: {'content': 'Digitized by', 'polygon': [0.9303, 9.6672, 1.3838, 9.6705, 1.3838, 9.7639, 0.9303, 9.7606], 'spans': [{'offset': 585233, 'length': 12}]}
2024-10-03 15:39:10,039 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageHeader="Supply." -->', 'polygon': [4.1115, 0.6667, 4.5583, 0.67, 4.5583, 0.8167, 4.1082, 0.8134], 'spans': [{'offset': 579228, 'length': 29}]}
2024-10-03 15:39:10,039 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageHeader="[SEPT. 24" -->', 'polygon': [5.1152, 0.6667, 5.7121, 0.6667, 5.7121, 0.8067, 5.1152, 0.81], 'spans': [{'offset': 579259, 'length': 31}]}
2024-10-03 15:39:10,039 - INFO - Excluded due to y_range or header_y_range: {'content': 'Mr. MASSEY (Franklin) said he had just', 'polygon': [3.4346, 0.9634, 5.7188, 0.9667, 5.7188, 1.0867, 3.4346, 1.0834], 'spans': [{'offset': 582169, 'length': 38}]}
2024-10-03 15:39:10,039 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageFooter="Original from', 'polygon': [4.2849, 9.6072, 4.7784, 9.6072, 4.7784, 9.7139, 4.2849, 9.7139], 'spans': [{'offset': 585254, 'length': 30}]}
2024-10-03 15:39:10,039 - INFO - Excluded due to y_range or header_y_range: {'content': 'UNIVERSITY OF CALIFORNIA" -->', 'polygon': [3.8581, 9.7172, 5.1919, 9.7172, 5.1919, 9.8239, 3.8581, 9.8239], 'spans': [{'offset': 585285, 'length': 29}]}
2024-10-03 15:39:10,039 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageHeader="[HOUSE.]" -->', 'polygon': [2.6907, 0.7, 3.3409, 0.6934, 3.3443, 0.8367, 2.6907, 0.8434], 'spans': [{'offset': 586271, 'length': 30}]}
2024-10-03 15:39:10,039 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageHeader="Supply." -->', 'polygon': [1.5938, 0.7, 2.0439, 0.7, 2.0439, 0.8467, 1.5938, 0.8467], 'spans': [{'offset': 586240, 'length': 29}]}
2024-10-03 15:39:10,039 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageNumber="1901.]" -->', 'polygon': [0.6202, 0.7067, 0.9703, 0.71, 0.9669, 0.85, 0.6202, 0.8434], 'spans': [{'offset': 586210, 'length': 28}]}
2024-10-03 15:39:10,039 - INFO - Excluded due to y_range or header_y_range: {'content': 'Generated on 2024-04-28 23:23 GMT / https://hdl.handle.net/2027/uc1. 32106019788253', 'polygon': [0.0167, 9.6972, 0.0167, 5.0003, 0.1134, 5.0003, 0.1134, 9.6972], 'spans': [{'offset': 592097, 'length': 83}]}
2024-10-03 15:39:10,039 - INFO - Excluded due to y_range or header_y_range: {'content': 'Creative Commons Zero (CC0) / http://www.hathitrust.org/access\\_use#cc-zero', 'polygon': [0.1267, 9.7072, 0.13, 5.447, 0.2334, 5.447, 0.2301, 9.7072], 'spans': [{'offset': 592021, 'length': 75}]}
2024-10-03 15:39:10,039 - INFO - Excluded due to y_range or header_y_range: {'content': 'Google', 'polygon': [1.3971, 9.5839, 2.0906, 9.5839, 2.0872, 9.8172, 1.3971, 9.8139], 'spans': [{'offset': 591951, 'length': 6}]}
2024-10-03 15:39:10,039 - INFO - Excluded due to y_range or header_y_range: {'content': 'Digitized by', 'polygon': [0.9336, 9.6672, 1.3837, 9.6739, 1.3837, 9.7639, 0.9336, 9.7572], 'spans': [{'offset': 591938, 'length': 12}]}
2024-10-03 15:39:10,039 - INFO - Excluded due to y_range or header_y_range: {'content': 'Supply.', 'polygon': [4.0478, 0.6967, 4.5012, 0.7, 4.5012, 0.84, 4.0478, 0.8367], 'spans': [{'offset': 586303, 'length': 7}]}
2024-10-03 15:39:10,039 - INFO - Excluded due to y_range or header_y_range: {'content': '673', 'polygon': [5.2148, 0.7034, 5.4315, 0.7, 5.4315, 0.8167, 5.2148, 0.8167], 'spans': [{'offset': 586311, 'length': 3}]}
2024-10-03 15:39:10,039 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageFooter="Original from', 'polygon': [4.2712, 9.6172, 4.7713, 9.6172, 4.7713, 9.7072, 4.2712, 9.7039], 'spans': [{'offset': 591959, 'length': 30}]}
2024-10-03 15:39:10,039 - INFO - Excluded due to y_range or header_y_range: {'content': 'UNIVERSITY OF CALIFORNIA" -->', 'polygon': [3.8511, 9.7172, 5.1881, 9.7172, 5.1881, 9.8239, 3.8511, 9.8239], 'spans': [{'offset': 591990, 'length': 29}]}
2024-10-03 15:39:10,039 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageHeader="Supply." -->', 'polygon': [1.8373, 0.7468, 2.2875, 0.7468, 2.2875, 0.8901, 1.8373, 0.8901], 'spans': [{'offset': 592891, 'length': 29}]}
2024-10-03 15:39:10,039 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageNumber="674" -->', 'polygon': [0.897, 0.7568, 1.1304, 0.7534, 1.1304, 0.8668, 0.897, 0.8734], 'spans': [{'offset': 592864, 'length': 25}]}
2024-10-03 15:39:10,039 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageHeader="[HOUSE.]" -->', 'polygon': [3.0078, 0.7534, 3.658, 0.7534, 3.658, 0.8901, 3.0078, 0.8901], 'spans': [{'offset': 592922, 'length': 30}]}
