2024-10-03 15:39:08,654 - INFO - Excluded strings: ['<!-- FigureContent="Stores.', '" Per" -->', '<!-- PageHeader="Imperial Honours.', 'http://www.hathitrust.org/access use#cc-zero', 'http://www.hathitrust. org/access use#cc-zero', 'org/access', 'use#cc-zero', '/'], Excluded patterns: ['http[s]?://(?:[a-zA-Z]|[0-9]|[$-_@.&+]|[!*\\\\(\\\\),]|(?:%[0-9a-fA-F][0-9a-fA-F]))+', '<!--\\s*[a-zA-Z]+\\s*="[^"]*"\\s*-->']
2024-10-03 15:39:09,457 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageNumber="304" -->', 'polygon': [0.9036, 0.6735, 1.1303, 0.6702, 1.127, 0.7902, 0.9036, 0.7902], 'spans': [{'offset': 132322, 'length': 25}]}
2024-10-03 15:39:09,457 - INFO - Excluded due to y_range or header_y_range: {'content': 'going to discuss the report at present, because', 'polygon': [0.9169, 0.9669, 3.2876, 0.9602, 3.2876, 1.0736, 0.9169, 1.0869], 'spans': [{'offset': 132458, 'length': 47}]}
2024-10-03 15:39:09,457 - INFO - Excluded due to y_range or header_y_range: {'content': 'Generated on 2024-04-28 23:23 GMT / https://hdl.handle.net/2027/uc1. 32106019788253', 'polygon': [0.02, 9.6655, 0.0167, 5.0245, 0.11, 5.0245, 0.1134, 9.6655], 'spans': [{'offset': 138758, 'length': 83}]}
2024-10-03 15:39:09,457 - INFO - Excluded due to y_range or header_y_range: {'content': 'Creative Commons Zero (CC0) / http://www.hathitrust.org/access use#cc-zero', 'polygon': [0.1267, 9.6655, 0.1334, 5.4679, 0.2267, 5.4679, 0.2201, 9.6655], 'spans': [{'offset': 138843, 'length': 74}]}
2024-10-03 15:39:09,457 - INFO - Excluded due to y_range or header_y_range: {'content': 'Google" -->', 'polygon': [1.3837, 9.5455, 2.0606, 9.5455, 2.0606, 9.7755, 1.3837, 9.7755], 'spans': [{'offset': 135596, 'length': 11}]}
2024-10-03 15:39:09,457 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageFooter="Digitized by', 'polygon': [0.9169, 9.6322, 1.3604, 9.6355, 1.3604, 9.7222, 0.9169, 9.7155], 'spans': [{'offset': 135566, 'length': 29}]}
2024-10-03 15:39:09,457 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageHeader="[HOUSE.]" -->', 'polygon': [3.0375, 0.6601, 3.6777, 0.6568, 3.6777, 0.8002, 3.0375, 0.8068], 'spans': [{'offset': 132382, 'length': 30}]}
2024-10-03 15:39:09,457 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageHeader="Statement." -->', 'polygon': [4.1212, 0.6601, 4.7413, 0.6601, 4.7413, 0.7835, 4.1212, 0.7802], 'spans': [{'offset': 132414, 'length': 32}]}
2024-10-03 15:39:09,457 - INFO - Excluded due to y_range or header_y_range: {'content': '[SEPT. 6', 'polygon': [5.2515, 0.6601, 5.7549, 0.6601, 5.7549, 0.7968, 5.2515, 0.8035], 'spans': [{'offset': 132448, 'length': 8}]}
2024-10-03 15:39:09,457 - INFO - Excluded due to y_range or header_y_range: {'content': 'all the details and trouble taken were all so', 'polygon': [3.3709, 0.9569, 5.7583, 0.9636, 5.7583, 1.0702, 3.3709, 1.0636], 'spans': [{'offset': 135671, 'length': 45}]}
2024-10-03 15:39:09,457 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageFooter="Original from', 'polygon': [4.2178, 9.5822, 4.708, 9.5822, 4.708, 9.6655, 4.2178, 9.6655], 'spans': [{'offset': 135609, 'length': 30}]}
2024-10-03 15:39:09,457 - INFO - Excluded due to y_range or header_y_range: {'content': 'UNIVERSITY OF CALIFORNIA" -->', 'polygon': [3.7944, 9.6789, 5.1181, 9.6789, 5.1214, 9.7822, 3.7944, 9.7856], 'spans': [{'offset': 135640, 'length': 29}]}
2024-10-03 15:39:09,457 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageHeader="Financial" -->', 'polygon': [1.4207, 0.6967, 2.0143, 0.6967, 2.0143, 0.8233, 1.4207, 0.8233], 'spans': [{'offset': 139130, 'length': 31}]}
2024-10-03 15:39:09,457 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageHeader="[HOUSE.]" -->', 'polygon': [2.5812, 0.7, 3.2315, 0.7033, 3.2315, 0.8533, 2.5812, 0.85], 'spans': [{'offset': 139163, 'length': 30}]}
2024-10-03 15:39:09,457 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageNumber="1901.]" -->', 'polygon': [0.5436, 0.7067, 0.8504, 0.71, 0.8471, 0.8433, 0.5369, 0.8433], 'spans': [{'offset': 139100, 'length': 28}]}
2024-10-03 15:39:09,457 - INFO - Excluded due to y_range or header_y_range: {'content': 'Generated on 2024-04-28 23:23 GMT / https://hdl.handle.net/2027/uc1. 32106019788253', 'polygon': [0.0167, 9.6967, 0.0167, 5.0833, 0.1134, 5.0833, 0.1134, 9.6967], 'spans': [{'offset': 145381, 'length': 83}]}
2024-10-03 15:39:09,457 - INFO - Excluded due to y_range or header_y_range: {'content': 'Creative Commons Zero (CC0) / http://www.hathitrust.org/access use#cc-zero', 'polygon': [0.1267, 9.6967, 0.1267, 5.52, 0.2301, 5.52, 0.2234, 9.6967], 'spans': [{'offset': 145466, 'length': 74}]}
2024-10-03 15:39:09,457 - INFO - Excluded due to y_range or header_y_range: {'content': 'Google', 'polygon': [1.3706, 9.5733, 2.0443, 9.5733, 2.0443, 9.8067, 1.3673, 9.8033], 'spans': [{'offset': 145555, 'length': 6}]}
2024-10-03 15:39:09,457 - INFO - Excluded due to y_range or header_y_range: {'content': 'Digitized by', 'polygon': [0.9104, 9.66, 1.3473, 9.6633, 1.344, 9.7533, 0.9071, 9.7467], 'spans': [{'offset': 145542, 'length': 12}]}
2024-10-03 15:39:09,457 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageHeader="Statement." -->', 'polygon': [3.8318, 0.7033, 4.4554, 0.71, 4.4521, 0.8333, 3.8318, 0.8267], 'spans': [{'offset': 139195, 'length': 32}]}
2024-10-03 15:39:09,457 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageNumber="305" -->', 'polygon': [5.0857, 0.71, 5.3125, 0.7067, 5.3092, 0.8233, 5.0857, 0.8233], 'spans': [{'offset': 139229, 'length': 25}]}
2024-10-03 15:39:09,457 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageFooter="Original from', 'polygon': [4.1753, 9.6067, 4.6655, 9.61, 4.6655, 9.6933, 4.1753, 9.6933], 'spans': [{'offset': 145563, 'length': 30}]}
2024-10-03 15:39:09,457 - INFO - Excluded due to y_range or header_y_range: {'content': 'UNIVERSITY OF CALIFORNIA" -->', 'polygon': [3.7618, 9.7067, 5.0724, 9.7033, 5.0724, 9.81, 3.7618, 9.8133], 'spans': [{'offset': 145594, 'length': 29}]}
2024-10-03 15:39:09,458 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageHeader="Financial" -->', 'polygon': [1.784, 0.6401, 2.3776, 0.6401, 2.3809, 0.7668, 1.784, 0.7668], 'spans': [{'offset': 146002, 'length': 31}]}
2024-10-03 15:39:09,458 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageNumber="306" -->', 'polygon': [0.9403, 0.6601, 1.1604, 0.6568, 1.1604, 0.7768, 0.9403, 0.7768], 'spans': [{'offset': 145975, 'length': 25}]}
2024-10-03 15:39:09,458 - INFO - Excluded due to y_range or header_y_range: {'content': 'cate that I hold a pessimistic view, but I repeat | to go through the thousand-and-one items upon', 'polygon': [0.947, 0.9402, 5.7555, 0.9335, 5.7555, 1.0536, 0.947, 1.0636], 'spans': [{'offset': 146111, 'length': 97}]}
2024-10-03 15:39:09,458 - INFO - Excluded due to y_range or header_y_range: {'content': 'Creative Commons Zero (CC0) / http://www.hathitrust.org/access use#cc-zero', 'polygon': [0.13, 9.6655, 0.1334, 5.4579, 0.2301, 5.4579, 0.2268, 9.6655], 'spans': [{'offset': 150690, 'length': 74}]}
2024-10-03 15:39:09,458 - INFO - Excluded due to y_range or header_y_range: {'content': 'Generated on 2024-04-28 23:23 GMT /', 'polygon': [0.0133, 9.6622, 0.01, 7.6151, 0.1234, 7.6151, 0.13, 9.6622], 'spans': [{'offset': 152483, 'length': 35}]}
2024-10-03 15:39:09,458 - INFO - Excluded due to y_range or header_y_range: {'content': 'Google', 'polygon': [1.3939, 9.5522, 2.0841, 9.5522, 2.0874, 9.7822, 1.3939, 9.7822], 'spans': [{'offset': 150572, 'length': 6}]}
2024-10-03 15:39:09,458 - INFO - Excluded due to y_range or header_y_range: {'content': 'Digitized by', 'polygon': [0.917, 9.6288, 1.3605, 9.6355, 1.3605, 9.7222, 0.917, 9.7155], 'spans': [{'offset': 150559, 'length': 12}]}
2024-10-03 15:39:09,458 - INFO - Excluded due to y_range or header_y_range: {'content': '[SEPT. 6', 'polygon': [5.292, 0.6368, 5.7455, 0.6335, 5.7488, 0.7768, 5.292, 0.7835], 'spans': [{'offset': 146101, 'length': 8}]}
2024-10-03 15:39:09,458 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageHeader="Statement." -->', 'polygon': [4.1382, 0.6401, 4.7551, 0.6435, 4.7551, 0.7602, 4.1382, 0.7568], 'spans': [{'offset': 146067, 'length': 32}]}
2024-10-03 15:39:09,458 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageHeader="[HOUSE.]" -->', 'polygon': [3.0411, 0.6468, 3.678, 0.6435, 3.678, 0.7868, 3.0411, 0.7902], 'spans': [{'offset': 146035, 'length': 30}]}
2024-10-03 15:39:09,458 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageFooter="Original from', 'polygon': [4.2249, 9.5622, 4.7218, 9.5622, 4.7218, 9.6722, 4.2249, 9.6755], 'spans': [{'offset': 150580, 'length': 30}]}
2024-10-03 15:39:09,458 - INFO - Excluded due to y_range or header_y_range: {'content': 'UNIVERSITY OF CALIFORNIA" -->', 'polygon': [3.8081, 9.6822, 5.1286, 9.6822, 5.1286, 9.7822, 3.8081, 9.7822], 'spans': [{'offset': 150611, 'length': 29}]}
2024-10-03 15:39:09,458 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageHeader="Financial" -->', 'polygon': [1.3933, 0.76, 1.9733, 0.76, 1.97, 0.8867, 1.3933, 0.8833], 'spans': [{'offset': 153228, 'length': 31}]}
2024-10-03 15:39:09,458 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageHeader="[HOUSE.]" -->', 'polygon': [2.5333, 0.7633, 3.1733, 0.7633, 3.1733, 0.9133, 2.5333, 0.9167], 'spans': [{'offset': 153261, 'length': 30}]}
2024-10-03 15:39:09,458 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageNumber="1901.]" -->', 'polygon': [0.5033, 0.77, 0.82, 0.77, 0.8133, 0.91, 0.5033, 0.9033], 'spans': [{'offset': 153198, 'length': 28}]}
2024-10-03 15:39:09,458 - INFO - Excluded due to y_range or header_y_range: {'content': 'Generated on 2024-04-28 23:23 GMT / https://hdl.handle.net/2027/uc1.32106019788253', 'polygon': [0.01, 9.6933, 0.0067, 5.0867, 0.1233, 5.0867, 0.1267, 9.6933], 'spans': [{'offset': 159535, 'length': 82}]}
2024-10-03 15:39:09,458 - INFO - Excluded due to y_range or header_y_range: {'content': 'Creative Commons Zero (CC0) / http://www.hathitrust.org/access\\_use#cc-zero', 'polygon': [0.1233, 9.6967, 0.1267, 5.5067, 0.23, 5.5067, 0.2267, 9.6967], 'spans': [{'offset': 159459, 'length': 75}]}
2024-10-03 15:39:09,458 - INFO - Excluded due to y_range or header_y_range: {'content': 'Google', 'polygon': [1.3767, 9.5733, 2.05, 9.5733, 2.05, 9.8, 1.3767, 9.8], 'spans': [{'offset': 159632, 'length': 6}]}
2024-10-03 15:39:09,458 - INFO - Excluded due to y_range or header_y_range: {'content': 'Digitized by', 'polygon': [0.91, 9.6567, 1.35, 9.66, 1.3467, 9.7533, 0.91, 9.7467], 'spans': [{'offset': 159619, 'length': 12}]}
2024-10-03 15:39:09,458 - INFO - Excluded due to y_range or header_y_range: {'content': 'Statement.', 'polygon': [3.8, 0.7633, 4.4233, 0.7667, 4.42, 0.8933, 3.8, 0.89], 'spans': [{'offset': 153293, 'length': 10}]}
2024-10-03 15:39:09,458 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageNumber="307" -->', 'polygon': [5.04, 0.7633, 5.2633, 0.7667, 5.26, 0.8833, 5.0333, 0.8833], 'spans': [{'offset': 153305, 'length': 25}]}
2024-10-03 15:39:09,458 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageFooter="Original from', 'polygon': [4.1833, 9.6067, 4.6767, 9.6067, 4.6767, 9.6967, 4.1833, 9.6967], 'spans': [{'offset': 159640, 'length': 30}]}
2024-10-03 15:39:09,458 - INFO - Excluded due to y_range or header_y_range: {'content': 'UNIVERSITY OF CALIFORNIA" -->', 'polygon': [3.7767, 9.7133, 5.0867, 9.7133, 5.0867, 9.81, 3.7767, 9.81], 'spans': [{'offset': 159671, 'length': 29}]}
2024-10-03 15:39:09,458 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageHeader="Financial" -->', 'polygon': [1.71, 0.6902, 2.2867, 0.6935, 2.2867, 0.8169, 1.71, 0.8136], 'spans': [{'offset': 160064, 'length': 31}]}
2024-10-03 15:39:09,458 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageNumber="308" -->', 'polygon': [0.8667, 0.7002, 1.0867, 0.6969, 1.0867, 0.8102, 0.8667, 0.8136], 'spans': [{'offset': 160037, 'length': 25}]}
2024-10-03 15:39:09,458 - INFO - Excluded due to y_range or header_y_range: {'content': 'Creative Commons Zero (CC0) / http://www.hathitrust.org/access use#cc-zero', 'polygon': [0.1267, 9.6894, 0.13, 5.5116, 0.23, 5.5116, 0.2233, 9.6894], 'spans': [{'offset': 166174, 'length': 74}]}
2024-10-03 15:39:09,458 - INFO - Excluded due to y_range or header_y_range: {'content': 'Generated on 2024-04-28 23:23 GMT /', 'polygon': [0.0133, 9.6827, 0.0133, 7.6488, 0.1233, 7.6488, 0.1267, 9.6827], 'spans': [{'offset': 166250, 'length': 35}]}
2024-10-03 15:39:09,458 - INFO - Excluded due to y_range or header_y_range: {'content': 'Google" -->', 'polygon': [1.38, 9.566, 2.0667, 9.566, 2.0667, 9.7928, 1.38, 9.7928], 'spans': [{'offset': 166051, 'length': 11}]}
2024-10-03 15:39:09,458 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageFooter="Digitized by', 'polygon': [0.91, 9.6461, 1.35, 9.6494, 1.3467, 9.7394, 0.9067, 9.7328], 'spans': [{'offset': 166021, 'length': 29}]}
2024-10-03 15:39:09,458 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageHeader="[HOUSE.]" -->', 'polygon': [2.96, 0.6835, 3.6067, 0.6869, 3.6067, 0.8336, 2.96, 0.8336], 'spans': [{'offset': 160097, 'length': 30}]}
2024-10-03 15:39:09,458 - INFO - Excluded due to y_range or header_y_range: {'content': '[SEPT. 6', 'polygon': [5.2233, 0.6935, 5.7067, 0.6902, 5.7067, 0.8269, 5.2233, 0.8302], 'spans': [{'offset': 160141, 'length': 8}]}
2024-10-03 15:39:09,458 - INFO - Excluded due to y_range or header_y_range: {'content': 'Statement.', 'polygon': [4.0733, 0.6935, 4.69, 0.6935, 4.69, 0.8102, 4.0733, 0.8136], 'spans': [{'offset': 160129, 'length': 10}]}
2024-10-03 15:39:09,458 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageFooter="Original from', 'polygon': [4.1867, 9.5927, 4.6767, 9.596, 4.6767, 9.6794, 4.1867, 9.6794], 'spans': [{'offset': 166064, 'length': 30}]}
2024-10-03 15:39:09,458 - INFO - Excluded due to y_range or header_y_range: {'content': 'UNIVERSITY OF CALIFORNIA" -->', 'polygon': [3.77, 9.6927, 5.0767, 9.6894, 5.0767, 9.7961, 3.77, 9.7994], 'spans': [{'offset': 166095, 'length': 29}]}
2024-10-03 15:39:09,458 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageHeader="Financial" -->', 'polygon': [1.4335, 0.6267, 2.0169, 0.6267, 2.0169, 0.7567, 1.4335, 0.7533], 'spans': [{'offset': 166635, 'length': 31}]}
2024-10-03 15:39:09,458 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageHeader="[HOUSE.]" -->', 'polygon': [2.5969, 0.6433, 3.2436, 0.6433, 3.2436, 0.78, 2.5969, 0.7767], 'spans': [{'offset': 170388, 'length': 30}]}
2024-10-03 15:39:09,458 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageNumber="1901.1" -->', 'polygon': [0.5867, 0.6533, 0.8734, 0.65, 0.8734, 0.7733, 0.5834, 0.77], 'spans': [{'offset': 166668, 'length': 28}]}
2024-10-03 15:39:09,458 - INFO - Excluded due to y_range or header_y_range: {'content': 'respect, ask the honourable member to take | he mean by that? Did he mean that the', 'polygon': [0.5634, 0.9367, 5.3238, 0.93, 5.3238, 1.0467, 0.5667, 1.0567], 'spans': [{'offset': 166698, 'length': 82}]}
2024-10-03 15:39:09,459 - INFO - Excluded due to y_range or header_y_range: {'content': 'Generated on 2024-04-28 23:23 GMT / https://hdl.handle.net/2027/uc1. 32106019788253', 'polygon': [0.0167, 9.6867, 0.0167, 5.0767, 0.1133, 5.0767, 0.1133, 9.6867], 'spans': [{'offset': 170557, 'length': 83}]}
2024-10-03 15:39:09,459 - INFO - Excluded due to y_range or header_y_range: {'content': 'Creative Commons Zero (CC0) / http://www.hathitrust.org/access\\_use#cc-zero', 'polygon': [0.1267, 9.6933, 0.1267, 5.5167, 0.23, 5.5167, 0.2267, 9.6933], 'spans': [{'offset': 170481, 'length': 75}]}
2024-10-03 15:39:09,459 - INFO - Excluded due to y_range or header_y_range: {'content': 'Google" -->', 'polygon': [1.3768, 9.5733, 2.0535, 9.5733, 2.0502, 9.8033, 1.3768, 9.8], 'spans': [{'offset': 170313, 'length': 11}]}
2024-10-03 15:39:09,459 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageFooter="Digitized by', 'polygon': [0.9101, 9.6567, 1.3535, 9.66, 1.3501, 9.75, 0.9101, 9.7433], 'spans': [{'offset': 170283, 'length': 29}]}
2024-10-03 15:39:09,459 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageHeader="Statement." -->', 'polygon': [3.8604, 0.63, 4.4804, 0.6333, 4.4804, 0.76, 3.857, 0.7567], 'spans': [{'offset': 170420, 'length': 32}]}
2024-10-03 15:39:09,459 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageNumber="309" -->', 'polygon': [5.1071, 0.6333, 5.3272, 0.6333, 5.3272, 0.7533, 5.1071, 0.7567], 'spans': [{'offset': 170454, 'length': 25}]}
2024-10-03 15:39:09,459 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageFooter="Original from', 'polygon': [4.1937, 9.6067, 4.6838, 9.6067, 4.6838, 9.6967, 4.1937, 9.6933], 'spans': [{'offset': 170326, 'length': 30}]}
2024-10-03 15:39:09,459 - INFO - Excluded due to y_range or header_y_range: {'content': 'UNIVERSITY OF CALIFORNIA" -->', 'polygon': [3.777, 9.7067, 5.0838, 9.7033, 5.0838, 9.81, 3.777, 9.8133], 'spans': [{'offset': 170357, 'length': 29}]}
2024-10-03 15:39:09,459 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageHeader="Financial" -->', 'polygon': [1.8038, 0.5434, 2.384, 0.5501, 2.384, 0.6801, 1.8005, 0.6734], 'spans': [{'offset': 173188, 'length': 31}]}
2024-10-03 15:39:09,459 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageNumber="310" -->', 'polygon': [0.9203, 0.5501, 1.1537, 0.5468, 1.1537, 0.6734, 0.9203, 0.6701], 'spans': [{'offset': 173161, 'length': 25}]}
2024-10-03 15:39:09,459 - INFO - Excluded due to y_range or header_y_range: {'content': 'show who is correct. Three times as many', 'polygon': [0.9169, 0.8768, 3.3109, 0.8701, 3.3109, 0.9868, 0.9169, 1.0002], 'spans': [{'offset': 173297, 'length': 40}]}
2024-10-03 15:39:09,459 - INFO - Excluded due to y_range or header_y_range: {'content': 'Generated on 2024-04-28 23:23 GMT / https://hdl.handle.net/2027/uc1.32106019788253', 'polygon': [0.0167, 9.645, 0.0167, 5.0109, 0.1134, 5.0109, 0.1134, 9.645], 'spans': [{'offset': 179327, 'length': 82}]}
2024-10-03 15:39:09,459 - INFO - Excluded due to y_range or header_y_range: {'content': 'Creative Commons Zero (CC0) / http://www.hathitrust.org/access use#cc-zero', 'polygon': [0.1267, 9.6516, 0.13, 5.4509, 0.2301, 5.4509, 0.2234, 9.6516], 'spans': [{'offset': 179252, 'length': 74}]}
2024-10-03 15:39:09,459 - INFO - Excluded due to y_range or header_y_range: {'content': 'Google', 'polygon': [1.4004, 9.5383, 2.0806, 9.555, 2.0606, 9.755, 1.3904, 9.7683], 'spans': [{'offset': 179424, 'length': 6}]}
2024-10-03 15:39:09,459 - INFO - Excluded due to y_range or header_y_range: {'content': 'Digitized by', 'polygon': [0.9169, 9.615, 1.3604, 9.6183, 1.3604, 9.7083, 0.9136, 9.705], 'spans': [{'offset': 179411, 'length': 12}]}
2024-10-03 15:39:09,459 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageHeader="[HOUSE.]" -->', 'polygon': [3.0208, 0.5501, 3.671, 0.5501, 3.671, 0.7035, 3.0175, 0.7001], 'spans': [{'offset': 173221, 'length': 30}]}
2024-10-03 15:39:09,459 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageHeader="Statement." -->', 'polygon': [4.1378, 0.5634, 4.7613, 0.5701, 4.7613, 0.7001, 4.1378, 0.6968], 'spans': [{'offset': 173253, 'length': 32}]}
2024-10-03 15:39:09,459 - INFO - Excluded due to y_range or header_y_range: {'content': '[SEPT. 6', 'polygon': [5.2715, 0.5701, 5.7316, 0.5701, 5.7316, 0.7135, 5.2715, 0.7168], 'spans': [{'offset': 173287, 'length': 8}]}
2024-10-03 15:39:09,459 - INFO - Excluded due to y_range or header_y_range: {'content': 'Now, I am very sorry to find that " the three', 'polygon': [3.3609, 0.8902, 5.7316, 0.8868, 5.7316, 0.9968, 3.3609, 1.0068], 'spans': [{'offset': 176302, 'length': 45}]}
2024-10-03 15:39:09,459 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageFooter="Original from', 'polygon': [4.2112, 9.565, 4.708, 9.565, 4.708, 9.655, 4.2112, 9.6516], 'spans': [{'offset': 179432, 'length': 30}]}
2024-10-03 15:39:09,459 - INFO - Excluded due to y_range or header_y_range: {'content': 'UNIVERSITY OF CALIFORNIA" -->', 'polygon': [3.8044, 9.6716, 5.1181, 9.6716, 5.1181, 9.7683, 3.8044, 9.7683], 'spans': [{'offset': 179463, 'length': 29}]}
2024-10-03 15:39:09,459 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageHeader="[HOUSE.]" -->', 'polygon': [2.5767, 0.6435, 3.2233, 0.6435, 3.2233, 0.7969, 2.5767, 0.7936], 'spans': [{'offset': 185978, 'length': 30}]}
2024-10-03 15:39:09,459 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageHeader="Financial" -->', 'polygon': [1.4067, 0.6468, 2.0033, 0.6502, 2, 0.7802, 1.4067, 0.7736], 'spans': [{'offset': 186010, 'length': 31}]}
2024-10-03 15:39:09,459 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageNumber="1901.]" -->', 'polygon': [0.57, 0.6569, 0.8667, 0.6569, 0.8633, 0.7936, 0.57, 0.7902], 'spans': [{'offset': 179777, 'length': 28}]}
2024-10-03 15:39:09,459 - INFO - Excluded due to y_range or header_y_range: {'content': 'on these benches. He was as pessimistic, and', 'polygon': [0.5633, 0.9503, 2.83, 0.9469, 2.83, 1.0636, 0.5633, 1.067], 'spans': [{'offset': 179807, 'length': 44}]}
2024-10-03 15:39:09,459 - INFO - Excluded due to y_range or header_y_range: {'content': 'ment because I am a Liberal, and because', 'polygon': [2.9167, 0.9536, 5.29, 0.9603, 5.29, 1.0736, 2.9167, 1.0603], 'spans': [{'offset': 182801, 'length': 40}]}
2024-10-03 15:39:09,459 - INFO - Excluded due to y_range or header_y_range: {'content': 'Generated on 2024-04-28 23:23 GMT / https://hdl.handle.net/2027/uc1.32106019788253', 'polygon': [0.0167, 9.6861, 0.0167, 5.0748, 0.1133, 5.0748, 0.1133, 9.6861], 'spans': [{'offset': 186119, 'length': 82}]}
2024-10-03 15:39:09,459 - INFO - Excluded due to y_range or header_y_range: {'content': 'Creative Commons Zero (CC0) / http://www.hathitrust.org/access\\_use#cc-zero', 'polygon': [0.1233, 9.6827, 0.1267, 5.5082, 0.23, 5.5082, 0.2233, 9.6827], 'spans': [{'offset': 186043, 'length': 75}]}
2024-10-03 15:39:09,459 - INFO - Excluded due to y_range or header_y_range: {'content': 'Google', 'polygon': [1.3733, 9.5594, 2.05, 9.5594, 2.05, 9.7894, 1.3733, 9.7894], 'spans': [{'offset': 185847, 'length': 6}]}
2024-10-03 15:39:09,459 - INFO - Excluded due to y_range or header_y_range: {'content': 'Digitized by', 'polygon': [0.91, 9.6461, 1.36, 9.6494, 1.36, 9.7394, 0.91, 9.7328], 'spans': [{'offset': 185834, 'length': 12}]}
2024-10-03 15:39:09,459 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageHeader="Statement." -->', 'polygon': [3.8367, 0.6468, 4.47, 0.6535, 4.47, 0.7802, 3.8333, 0.7736], 'spans': [{'offset': 185944, 'length': 32}]}
2024-10-03 15:39:09,459 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageNumber="311" -->', 'polygon': [5.07, 0.6635, 5.2867, 0.6635, 5.2867, 0.7836, 5.0667, 0.7869], 'spans': [{'offset': 185917, 'length': 25}]}
2024-10-03 15:39:09,459 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageFooter="Original from', 'polygon': [4.1867, 9.5927, 4.6767, 9.5927, 4.6767, 9.6794, 4.1867, 9.6794], 'spans': [{'offset': 185855, 'length': 30}]}
2024-10-03 15:39:09,459 - INFO - Excluded due to y_range or header_y_range: {'content': 'UNIVERSITY OF CALIFORNIA" -->', 'polygon': [3.7733, 9.6927, 5.0833, 9.6894, 5.0833, 9.7961, 3.7733, 9.7994], 'spans': [{'offset': 185886, 'length': 29}]}
2024-10-03 15:39:09,459 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageHeader="[HOUSE.]" -->', 'polygon': [2.9803, 0.6068, 3.617, 0.6068, 3.617, 0.7535, 2.9803, 0.7535], 'spans': [{'offset': 186663, 'length': 30}]}
2024-10-03 15:39:09,459 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageHeader="Financial" -->', 'polygon': [1.7602, 0.6102, 2.3335, 0.6135, 2.3335, 0.7402, 1.7602, 0.7369], 'spans': [{'offset': 186630, 'length': 31}]}
2024-10-03 15:39:09,459 - INFO - Excluded due to y_range or header_y_range: {'content': '<!-- PageNumber="312" -->', 'polygon': [0.8601, 0.6168, 1.0834, 0.6135, 1.0834, 0.7335, 0.8601, 0.7402], 'spans': [{'offset': 186603, 'length': 25}]}
2024-10-03 15:39:09,459 - INFO - Excluded due to y_range or header_y_range: {'content': 'the expenses of Ministers, you might as well', 'polygon': [0.8701, 0.9169, 3.257, 0.9169, 3.257, 1.0303, 0.8701, 1.0336], 'spans': [{'offset': 189815, 'length': 44}]}
